    p     	    q     	        p/q         	         y          	eigenvalue
    13    	    31    	        13/31        	0.41935483870967744 	[0.5565188377 0.6236572783 0.6248487897 0.6358619672 0.6484127427 0.6707469877 0.6855075147 0.7030209938 0.7247909783 0.7329697154 0.7508190361 0.7576296321 0.8424199598 1.1284833912 1.1381221446 1.1643412148 1.1833168517 1.1877104298 1.2101550357 1.2563095033 1.2829775515 1.2987173954 1.3107561682 1.3502221363 1.3699044595 1.3876275954 1.4081977609 1.4379220845 1.4479702715 1.4511138126 1.4549477594]
    13    	    32    	        13/32        	      0.40625       	[0.5551161838 0.6217316417 0.6242240445 0.6357034999 0.6382246202 0.6541150541 0.6858133491 0.694818017  0.7052570541 0.720978173  0.740931848  0.7432645051 0.8241798137 1.1153822754 1.1261989277 1.1393784981 1.1523440849 1.1764688052 1.2078113753 1.2332638956 1.2471910831 1.2770593945 1.3092591756 1.3348387065 1.340132208  1.3727984308 1.3910676883 1.4298163875 1.4330459336 1.4377193309 1.4485360201 1.4553299746]
    13    	    33    	        13/33        	 0.3939393939393939 	[0.5538277994 0.6191948263 0.6198161523 0.6320279903 0.6402237235 0.6502027511 0.6576800158 0.6880537154 0.7043349388 0.7106476729 0.7239365513 0.7298124581 0.8078558968 1.0980259049 1.1068879849 1.1308715576 1.1469052904 1.1516778091 1.1732340477 1.2186764758 1.2484478454 1.2557270467 1.2716862107 1.3135947814 1.3345289005 1.3568743637 1.370328504  1.4088313624 1.4255523856 1.4308231522 1.4373575996 1.4467682988 1.4535859867]
    13    	    34    	        13/34        	0.38235294117647056 	[0.5525214427 0.6161187697 0.6185124645 0.6287472671 0.6311923919 0.6464924584 0.6573040825 0.6680033173 0.6908123082 0.7012994845 0.7159677042 0.7172874181 0.7920346829 1.0861655171 1.0952211586 1.1088832319 1.1193859745 1.1394349482 1.1771912655 1.1963551939 1.2085755498 1.2393712589 1.2730375538 1.2940930135 1.3020465615 1.3461794036 1.3522804861 1.4039739387 1.4053046238 1.4108295441 1.4305304732 1.4436779413 1.4453501108 1.4498184591]
    13    	    35    	        13/35        	0.37142857142857144 	[0.5512137149 0.6131823633 0.6138684303 0.6243627023 0.6315797486 0.6420894664 0.6469846597 0.6615023206 0.6735953658 0.6951650924 0.7025173744 0.7060834299 0.7778935556 1.070534054  1.0785753006 1.0979609875 1.1100400379 1.1248279203 1.1449714838 1.1833058944 1.2105535759 1.2183414245 1.2351689341 1.2762531803 1.2964371685 1.3241780285 1.3354026325 1.3805735278 1.3978306572 1.4046349339 1.4164019509 1.4273297981 1.4432370063 1.4445979644 1.4488053145]
    13    	    36    	        13/36        	 0.3611111111111111 	[0.5498680319 0.6100145072 0.6119575421 0.6205022409 0.6231235453 0.6360543867 0.6478903278 0.6566739917 0.6629933147 0.6727648802 0.6956725463 0.6966200758 0.7641719176 1.0595143649 1.0661724226 1.0759511178 1.0943131418 1.1150886283 1.1428964245 1.162491631  1.1730107813 1.2043192906 1.2376014494 1.256199517  1.2640675963 1.3118786208 1.3195085458 1.3732378481 1.376846988  1.3837650477 1.4077828218 1.4273108151 1.4281945987 1.432659589  1.444548507  1.4503329444]
    13    	    37    	        13/37        	0.35135135135135137 	[0.5485138568 0.6068834663 0.6074722169 0.6165427174 0.6223706898 0.6311381612 0.6362818423 0.6485551415 0.6626690333 0.6671841007 0.6722653813 0.6896292768 0.7513059718 1.0445097702 1.0471902224 1.0769337049 1.088273996  1.0922184522 1.1150755134 1.1512591703 1.1749007137 1.1832409209 1.2013077138 1.2401054309 1.2591709732 1.2876189878 1.3050180678 1.3504973999 1.3690575144 1.3760945035 1.3889769243 1.4081861593 1.42467259   1.4287693232 1.4377221675 1.4402349349 1.4501529892]
    13    	    38    	        13/38        	0.34210526315789475 	[0.5471389563 0.6036748079 0.6053029795 0.6125037567 0.6148179726 0.6258110559 0.6354528541 0.6422216653 0.6499816063 0.6575366752 0.6704367931 0.6738139444 0.7385038728 1.0271322209 1.0447256027 1.0577393174 1.067993291  1.0878041147 1.1139254386 1.1302805044 1.1417676083 1.1711266832 1.2036809441 1.2200719016 1.2268754013 1.2744526102 1.2918380079 1.3426935675 1.3467668668 1.3547715708 1.3814746973 1.404186648  1.4066043788 1.4146239513 1.4296219786 1.4409049765 1.4448124663 1.4449283117]
    13    	    40    	        13/40        	       0.325        	[0.5443870168 0.5971687578 0.5985087624 0.6046319564 0.606667742  0.6159037863 0.6239267599 0.6296121053 0.6362754439 0.6424690646 0.6526098048 0.6548409786 0.7136476118 1.0040520721 1.0219573436 1.0355635813 1.0456138227 1.0635690046 1.0875861931 1.1017602003 1.1126519379 1.1407821057 1.1723530354 1.185239297  1.1928008238 1.2369950532 1.2647773848 1.3129420123 1.3165617421 1.3262750916 1.3540355581 1.378601244  1.3818740177 1.3917454287 1.4109903253 1.4279442764 1.4283082617 1.433260209  1.4442315698 1.4468786172]
    14    	    15    	        14/15        	 0.9333333333333333 	[0.5886474642 0.6915535588 0.7138842515 0.7599956609 0.7832187861 0.8847696619 0.9439055864 1.0140846049 1.0478504355 1.1651242026 1.2107918314 1.3182472991 1.3918007721 1.5518041441 1.6243217403]
    14    	    17    	        14/17        	 0.8235294117647058 	[0.5969355887 0.6745076908 0.6901152082 0.7351459922 0.7543535229 0.8358137746 0.8838814474 0.9533259467 0.9994538967 1.0591480807 1.1090406314 1.2370588936 1.2540780211 1.3411569037 1.4828863197 1.5867739478 1.5883241338]
    14    	    19    	        14/19        	 0.7368421052631579 	[0.5963037374 0.6682129773 0.6759944582 0.7145600736 0.7367701639 0.8015554385 0.8412966135 0.877870152  0.9259784443 1.0158066173 1.0673026046 1.1088864619 1.1184969576 1.2531473333 1.413665999  1.5041321065 1.5102108049 1.5163463636 1.5274626926]
    14    	    23    	        14/23        	 0.6086956521739131 	[0.591892109  0.6518669348 0.6559559941 0.6771969878 0.7119879866 0.7323511656 0.7869168103 0.8238281045 0.8308258482 0.895177867  0.9258269529 0.9654418789 0.9710568419 1.0944316826 1.3261865299 1.3681206372 1.3756219902 1.3870107564 1.4379102898 1.4395979401 1.4565313471 1.4683738588 1.4838894862]
    14    	    25    	        14/25        	        0.56        	[0.5857333378 0.6344723401 0.6483841533 0.6652967049 0.7005839226 0.7282270508 0.7559318887 0.7944637726 0.7994434991 0.8499763623 0.8755354006 0.9132881394 0.9156708708 1.028433612  1.2894700083 1.3131558077 1.319214244  1.3347355881 1.3719197829 1.3949270439 1.4065413724 1.4173166898 1.4610335148 1.4666992282 1.4795456649]
    14    	    27    	        14/27        	 0.5185185185185185 	[0.5785991214 0.6099545851 0.6462503528 0.6819604344 0.6898546993 0.6995953891 0.7317639648 0.7649701477 0.7799146232 0.8039723112 0.8327360101 0.8701409183 0.8726533948 0.9715007187 1.2510465817 1.2672147147 1.2687615305 1.2811884629 1.3239490104 1.3588144827 1.3627984073 1.3752004469 1.4062132461 1.4188736573 1.4496784195 1.4572326558 1.4871617134]
    14    	    29    	        14/29        	 0.4827586206896552 	[0.5682511747 0.6103882386 0.6358724303 0.6716453761 0.6782049274 0.6965715903 0.7127232675 0.7245237903 0.7545274399 0.7886971002 0.7983150003 0.8206758034 0.8311690645 0.926809455  1.2066299676 1.2128884485 1.2347429297 1.2608939121 1.2719281668 1.2853942458 1.325914793  1.3625898029 1.3648924654 1.3778391417 1.4108970913 1.4154049098 1.4445761587 1.4565377436 1.4844955646]
    14    	    31    	        14/31        	0.45161290322580644 	[0.5607379126 0.6210332682 0.6282785913 0.6426051431 0.6659254661 0.6858985155 0.6978609997 0.7121930456 0.7285720656 0.7604131528 0.7669788534 0.7891511255 0.7939661899 0.8853849423 1.1711773894 1.1783703226 1.1901234538 1.2132167856 1.2393968973 1.2519457773 1.2775380623 1.310252813  1.3389791523 1.3436358454 1.3696471352 1.3918378364 1.4091512867 1.4188330335 1.452343856  1.4640688574 1.4664822241]
    14    	    33    	        14/33        	0.42424242424242425 	[0.5570421699 0.6235856395 0.6257989816 0.6341305035 0.6409729358 0.6725508712 0.6817197522 0.6972951941 0.7080838219 0.7346943813 0.7416852489 0.7601738271 0.7632258621 0.8487137191 1.1386050864 1.1448888427 1.1543915373 1.1762310794 1.2030184378 1.2167323108 1.2363697286 1.2700915698 1.2980468414 1.3127737323 1.3299882975 1.3604879683 1.3772005273 1.3896386536 1.4192744483 1.4411139564 1.4490361818 1.4533025056 1.4571353864]
    14    	    37    	        14/37        	 0.3783783783783784 	[0.552058391  0.6147888836 0.6157600208 0.6257557988 0.6271990294 0.64234532   0.6483981141 0.6615711219 0.6658147431 0.6965743707 0.6997417814 0.7116956035 0.7134844721 0.7869329451 1.0829356351 1.0876574182 1.0944816006 1.1135787554 1.1335275571 1.1557400844 1.1683990587 1.1980812543 1.2292177895 1.2417170036 1.2579146315 1.2888140295 1.3091562552 1.332558954  1.3519860249 1.3877085854 1.4027629269 1.4105129036 1.422003867  1.4319079125 1.44270929   1.4459229732 1.4505848938]
    14    	    39    	        14/39        	 0.358974358974359  	[0.5495806878 0.6091191399 0.6098180498 0.6188459439 0.619462026  0.633525624  0.6374692552 0.6520862316 0.6546338306 0.6679430583 0.6739376779 0.6938234712 0.6952576882 0.7614259812 1.0587399289 1.0615519602 1.0646529713 1.0915913147 1.1116725784 1.1236298822 1.1384289528 1.1662276049 1.195636782  1.209673139  1.2240942482 1.2542229451 1.2738851956 1.3015206516 1.3208548533 1.359215267  1.3754529239 1.386054473  1.3975732477 1.4124181383 1.4273138146 1.4299063649 1.4378933533 1.4450291312 1.4498316122]
    15    	    16    	        15/16        	       0.9375       	[0.5875456825 0.6853091345 0.7196127161 0.7493907682 0.7612481061 0.8422808809 0.9436188587 0.9737055883 1.019134602  1.0879627143 1.195302633  1.2266589221 1.3388895873 1.4094213329 1.5641453165 1.6317731565]
    15    	    17    	        15/17        	 0.8823529411764706 	[0.5962617315 0.6748701496 0.6780616856 0.7436524021 0.7942607404 0.8327642275 0.8590455267 0.9436531066 1.028284058  1.0456236709 1.129375385  1.2105519516 1.2290538244 1.3994813502 1.4235722335 1.5481778389 1.6453101175]
    15    	    19    	        15/19        	 0.7894736842105263 	[0.5988079213 0.6684103942 0.6723691572 0.7172056189 0.7584433277 0.7942567063 0.815278107  0.907302156  0.9611735279 1.0003679931 1.0207955695 1.1431948642 1.1938070428 1.1960772617 1.3020087561 1.4528314601 1.556636652  1.557110926  1.5579225581]
    15    	    22    	        15/22        	 0.6818181818181818 	[0.5948621433 0.6594160666 0.6721441703 0.6988299388 0.7019769055 0.7517167031 0.8033870418 0.8267991771 0.869995843  0.9221240742 0.9817284    1.0073895677 1.0393612167 1.060579808  1.1960818825 1.3771256436 1.4463701901 1.4558374521 1.4688946444 1.4854920435 1.4910604067 1.5008266809]
    15    	    23    	        15/23        	 0.6521739130434783 	[0.5947611867 0.6556911708 0.6590335086 0.6910184705 0.713604652  0.7371730391 0.7700594933 0.8141115588 0.881019217  0.8988659051 0.9264262851 0.970782136  1.0228408944 1.0270484175 1.1533041434 1.3555333904 1.4247268124 1.4272104586 1.4284747781 1.4569735292 1.4796968638 1.4805760241 1.4890680648]
    15    	    26    	        15/26        	 0.5769230769230769 	[0.5882037434 0.6418037783 0.6465890362 0.6714469564 0.6789606257 0.7272135184 0.7539238126 0.7842010894 0.7985473642 0.8337624842 0.8838924342 0.8991626638 0.9264102132 0.9403561763 1.0522639495 1.303609603  1.3257977383 1.3370096614 1.3581568815 1.3845686564 1.3963419523 1.4092404525 1.4467536996 1.4629259286 1.4651435915 1.4797139889]
    15    	    28    	        15/28        	 0.5357142857142857 	[0.5814671442 0.6256140545 0.6297043972 0.6775644795 0.6822938057 0.7097850367 0.7372796601 0.7548009987 0.7686860963 0.8015899502 0.8470053123 0.8587474314 0.8806287318 0.8930430113 0.9963284701 1.2669994654 1.2770510132 1.289505565  1.3121688385 1.3378111476 1.3519306987 1.3706062558 1.3946558181 1.4173306746 1.4252424266 1.4447713074 1.4722165442 1.4831716649]
    15    	    29    	        15/29        	 0.5172413793103449 	[0.5783138562 0.6086126075 0.6411431638 0.6751339964 0.6810677769 0.7014233535 0.7274242187 0.7298346936 0.7742331477 0.7894875787 0.818805034  0.8310016186 0.8704496633 0.8745033889 0.9701040456 1.2475673419 1.2556276092 1.2724937663 1.2878940728 1.3052870127 1.3316750348 1.3628248921 1.3787833269 1.3913737416 1.4064574562 1.4211057812 1.4536776653 1.4603194066 1.487374749 ]
    15    	    31    	        15/31        	 0.4838709677419355 	[0.5687851824 0.6068708306 0.6382566491 0.6639115713 0.672327708  0.6844449002 0.7112801124 0.720634723  0.7486861896 0.7552326971 0.7915941615 0.8035383478 0.8311150963 0.8322166145 0.9275136582 1.2116367603 1.2181566217 1.2248194047 1.2424875805 1.2771626098 1.2939695556 1.3067419192 1.3356937536 1.3665575226 1.3736141047 1.3930351884 1.4135303569 1.4234027975 1.4403706534 1.463622823  1.4847899059]
    15    	    32    	        15/32        	      0.46875       	[0.5642936976 0.6164955941 0.6250847676 0.6573273107 0.6648702972 0.6848236053 0.703465151  0.7151750385 0.7262373299 0.7506750704 0.7822935092 0.7894539566 0.8078903847 0.8157074662 0.9082857823 1.1909656688 1.1972990069 1.2098935    1.2317210589 1.2525051987 1.2671923279 1.2902088377 1.3201066578 1.3469626661 1.3565643019 1.3757243407 1.3942481381 1.4164890337 1.4235206662 1.4398347353 1.4707317491 1.4759531512]
    15    	    34    	        15/34        	 0.4411764705882353 	[0.5591372264 0.6233850182 0.6243714179 0.6341470932 0.652322227  0.673311314  0.6855982614 0.7010628804 0.7113988138 0.7298985882 0.7560783986 0.7615162452 0.778071758  0.7841567725 0.8714399813 1.1573823698 1.1636867809 1.1761645978 1.1961434601 1.2161194436 1.2289121095 1.2522410491 1.2859370133 1.3073335599 1.3193856674 1.3430199096 1.3619772326 1.3884080911 1.39261833   1.4113610292 1.438626891  1.4585290142 1.4592287239 1.4610287309]
    15    	    37    	        15/37        	0.40540540540540543 	[0.5550380758 0.6204861054 0.6209484523 0.630825559  0.6369529613 0.6451600281 0.6522175414 0.6815377336 0.6959593564 0.7034454051 0.7151831218 0.72672977   0.7423319086 0.7441402042 0.8231788146 1.1180860454 1.1223942018 1.1242205279 1.1412185664 1.1719559397 1.1924831035 1.196687566  1.2156565518 1.2563313619 1.2843829389 1.2899194978 1.3027501534 1.3378199218 1.3540445835 1.3703125801 1.3893342838 1.4220018043 1.4332587893 1.4376279532 1.4427053163 1.4496558398 1.4550174358]
    15    	    38    	        15/38        	0.39473684210526316 	[0.5539066133 0.6182419085 0.6197686125 0.6285347945 0.630324525  0.6435384133 0.6513606193 0.6621530028 0.6844093837 0.6968897824 0.7127848948 0.716506336  0.7281928693 0.7322382112 0.8088107611 1.1012689407 1.1058660433 1.1174848092 1.1349523734 1.1508341597 1.162709171  1.1839958852 1.2187938367 1.238106839  1.2482226332 1.2745522825 1.3020997378 1.322171407  1.32702834   1.3613325364 1.3732294809 1.4135668006 1.4183019728 1.4228954496 1.4363911115 1.4468899545 1.4480155254 1.4516299819]
    16    	    17    	        16/17        	 0.9411764705882353 	[0.5880098663 0.6855574486 0.7022404877 0.7385140382 0.7564528986 0.84046142   0.8916433282 0.9503846346 0.9794427334 1.0804189029 1.1215704246 1.1991586596 1.2485818763 1.3602008174 1.4256734153 1.5752481178 1.6384409306]
    16    	    19    	        16/19        	 0.8421052631578947 	[0.5967747939 0.6705967521 0.6816145876 0.7216267628 0.7330677938 0.8082971504 0.8533286102 0.8974785498 0.9185689541 1.0214248939 1.0801965065 1.1043896488 1.1248435612 1.2894139927 1.2997395411 1.3609757796 1.5016087124 1.6046591437 1.6053942657]
    16    	    21    	        16/21        	 0.7619047619047619 	[0.5973482417 0.6633227852 0.6747787522 0.7088904495 0.7147619519 0.7707269042 0.8212745436 0.85825784   0.8765582744 0.9427583473 0.9954911402 1.0808358902 1.1008509586 1.1520712968 1.1637333398 1.2762871604 1.4315069353 1.527028243  1.5322166477 1.5358903791 1.5414099188]
    16    	    23    	        16/23        	 0.6956521739130435 	[0.5956468336 0.6546545241 0.673018489  0.6940161906 0.7027020218 0.7533518219 0.7791549801 0.810555696  0.8537869315 0.9101744675 0.9629300424 0.9970388515 1.0144567205 1.0635840701 1.0914489215 1.2100280436 1.3864920349 1.4580436147 1.4725873418 1.478965971  1.4895314376 1.4979202377 1.5079107566]
    16    	    25    	        16/25        	        0.64        	[0.5939693681 0.6503785756 0.662822863  0.6807120444 0.6907933552 0.7260303851 0.7585279222 0.7958640716 0.8241398459 0.8720711346 0.9065233777 0.9451065359 0.9566148455 1.0039062455 1.0228463825 1.1368367086 1.3472404181 1.3929234628 1.4222730883 1.4252297297 1.439249471  1.4553852321 1.4740093282 1.4780755857 1.4884700228]
    16    	    27    	        16/27        	 0.5925925925925926 	[0.5903425916 0.6458512489 0.6483905581 0.6618648859 0.6919905449 0.7036813858 0.753474336  0.7802084711 0.7855906581 0.8368494048 0.8658392824 0.9026599251 0.9088981639 0.9541453889 0.9628587383 1.0725091279 1.3155994745 1.3396649143 1.3578219716 1.3775759141 1.3863694011 1.3982607302 1.4441423117 1.4479015104 1.4597269896 1.4680307931 1.4817512776]
    16    	    29    	        16/29        	 0.5517241379310345 	[0.5843364394 0.6292232425 0.6409917702 0.6519259299 0.6880097198 0.7082510535 0.7309397467 0.7571267794 0.7636924442 0.8037267561 0.8313937961 0.8660690891 0.8679684499 0.9071840541 0.9149532885 1.0174623477 1.282265863  1.291326454  1.3123375386 1.3327845433 1.3399839593 1.3566607346 1.3882820226 1.4085053312 1.4188534227 1.4254002563 1.4640189685 1.4696566445 1.4806693544]
    16    	    31    	        16/31        	 0.5161290322580645 	[0.5780507399 0.6075077734 0.6368200284 0.6682096122 0.6815766809 0.691264235  0.7095457041 0.7379743708 0.7535934137 0.7665752449 0.7977489347 0.8320741936 0.8390651043 0.8654285607 0.874451898  0.9694233483 1.2467061997 1.2481476758 1.2705858248 1.2953277475 1.2976658737 1.3103154461 1.3473315913 1.3764808261 1.3866220727 1.3941588946 1.4142761267 1.4217372896 1.4568485542 1.4628737296 1.4876123048]
    16    	    33    	        16/33        	0.48484848484848486 	[0.5689932569 0.6075311413 0.6294346563 0.6642033325 0.6722056404 0.6854984336 0.6933039581 0.7094931305 0.7338889845 0.7605764448 0.772357491  0.7888032557 0.8079623309 0.8346816664 0.8370258344 0.9285997147 1.2115107939 1.2200448167 1.2251490282 1.237163776  1.2675642363 1.2968619776 1.3029545984 1.314742656  1.3528161263 1.3782509383 1.3820497729 1.3957989194 1.4149785803 1.425310315  1.4499432106 1.4622694892 1.4860314929]
    16    	    35    	        16/35        	0.45714285714285713 	[0.5617452085 0.6189730421 0.6246250234 0.6373348126 0.6605790229 0.676339306  0.688722421  0.6963225182 0.7135234461 0.7409953408 0.7485555807 0.7681365733 0.7779984246 0.8018989882 0.8037904908 0.8924947358 1.1761770765 1.1836116001 1.1966132235 1.2076945709 1.2246240088 1.2520845022 1.2737703431 1.2860473347 1.3090761377 1.3380442988 1.3614407507 1.3616568216 1.3858934217 1.4024525924 1.4174217538 1.4259151478 1.4583440571 1.4678827723 1.4692146513]
    16    	    37    	        16/37        	0.43243243243243246 	[0.5580010918 0.6230423545 0.6248190479 0.6304909347 0.6372983785 0.6645373922 0.6752226281 0.6864217565 0.6972734805 0.7212839542 0.7293046925 0.7468497865 0.7534464988 0.7737558334 0.7752668167 0.8595433756 1.1456362398 1.1529419875 1.1668708811 1.1770366347 1.1905819706 1.2155078206 1.2420762301 1.2531594254 1.2723991673 1.3040350336 1.3237351564 1.3349572234 1.3528490833 1.3772348037 1.3887118155 1.4006604989 1.429023482  1.4483803858 1.4535407252 1.4566486609 1.4594547519]
    16    	    39    	        16/39        	0.41025641025641024 	[0.5555427544 0.6207710255 0.6222478269 0.6309046336 0.6320173192 0.643060131  0.6536747562 0.6760262918 0.6876038515 0.7054594293 0.7094444649 0.7268015037 0.7317280347 0.747991409  0.7508951192 0.8298328304 1.1181614822 1.126081938  1.1387236145 1.1486141948 1.1603365497 1.1838179065 1.2098755157 1.2211950255 1.2382348741 1.268147888  1.2965090904 1.3037170199 1.3199829295 1.3477159251 1.3602670987 1.3737768117 1.4001518727 1.426248814  1.4346478583 1.4412806687 1.4463960321 1.4507311541 1.4553843547]
    17    	    18    	        17/18        	 0.9444444444444444 	[0.5872669021 0.6809257971 0.7070818017 0.7309601116 0.7394481954 0.8088254833 0.8922325414 0.9231584921 0.9534550508 1.0194055187 1.1224032745 1.1287962845 1.2162460035 1.2700799629 1.3770764422 1.44067621   1.5854598964 1.6445020319]
    17    	    19    	        17/19        	 0.8947368421052632 	[0.5946787188 0.6706505962 0.6729616639 0.7290960617 0.768397948  0.8026775809 0.8224808936 0.8919925137 0.9764496475 1.0078890808 1.0299541894 1.0987590991 1.1944470378 1.2525239429 1.2539218211 1.4323891816 1.4517877796 1.5646685981 1.6582736453]
    17    	    20    	        17/20        	        0.85        	[0.5962108498 0.6680595026 0.6838662265 0.7147850379 0.7212628603 0.786975022  0.8564621479 0.8762489707 0.9026023229 0.955718383  1.0655772459 1.0980283191 1.1067170156 1.151727759  1.3103254848 1.3184499978 1.3716903261 1.5099501878 1.6124351746 1.6129071656]
    17    	    21    	        17/21        	 0.8095238095238095 	[0.5983374246 0.6664013919 0.6685716439 0.7082282685 0.7399890667 0.773766234  0.7861051234 0.8514935968 0.9368217645 0.9560948474 0.9844693606 1.0348935588 1.0827412481 1.2044347588 1.2200761096 1.2340455531 1.325282146  1.4700423364 1.5723715456 1.5746113027 1.5772227186]
    17    	    22    	        17/22        	 0.7727272727272727 	[0.5973765982 0.6636262845 0.6754659657 0.7020689469 0.707848774  0.7556765598 0.8132913475 0.8528504092 0.8537687831 0.9214741121 0.9851482895 1.0021321479 1.1031830521 1.1290176472 1.1709704006 1.1798345945 1.2867757842 1.4395573859 1.5374936188 1.5414996323 1.544632854  1.5483068119]
    17    	    23    	        17/23        	 0.7391304347826086 	[0.5970956856 0.6595189777 0.6649657983 0.6942150357 0.7237074444 0.7514914652 0.7697135153 0.8255365881 0.8698280848 0.8952207983 0.9307067982 1.0112718412 1.0746908072 1.0871812602 1.1177377769 1.133977581  1.2554813481 1.4153190593 1.5025172803 1.5093952398 1.5202452595 1.5231094004 1.5250729546]
    17    	    24    	        17/24        	 0.7083333333333334 	[0.5958251479 0.6572631345 0.6671918359 0.6954906005 0.6963565384 0.7403597967 0.7861446698 0.8072789646 0.8170540008 0.8855050551 0.9444383702 0.9897363544 1.0080246635 1.039501236  1.0956838852 1.1017778731 1.2229870653 1.3947847424 1.4728589065 1.4809191672 1.4885982042 1.4978840018 1.5050245903 1.513311196 ]
    17    	    25    	        17/25        	        0.68        	[0.5954270304 0.6558947989 0.6588403692 0.6875946599 0.7065922848 0.7323962267 0.7438882737 0.7880693893 0.8417091424 0.8720430403 0.907524932  0.9489908881 1.0041728091 1.0122358132 1.0467510747 1.0659743451 1.1934636706 1.3757885831 1.4410692107 1.4515510724 1.4725729385 1.4739090276 1.4780533558 1.4924510523 1.5030360113]
    17    	    26    	        17/26        	 0.6538461538461539 	[0.5943520801 0.6537486616 0.6615142161 0.68206518   0.68396481   0.7211260681 0.7539670787 0.7808968149 0.8091809697 0.8582461142 0.9048492666 0.9308655565 0.9530806097 0.9830822787 1.0284468853 1.0362454302 1.1565853373 1.3566400342 1.4171831626 1.4247740193 1.4369020733 1.4503414837 1.4636875961 1.4791217907 1.4827955172 1.4923369652]
    17    	    27    	        17/27        	 0.6296296296296297 	[0.5936060436 0.6503245048 0.6517359283 0.6769829322 0.6907183093 0.7070384714 0.7382297729 0.7698273848 0.8243674729 0.8404261448 0.8596464749 0.9026760715 0.9506279617 0.9610215316 0.9955648715 1.0066925561 1.1231479972 1.3401913881 1.3822712053 1.3927359635 1.4260513184 1.4306728669 1.4344294704 1.456510321  1.4754922408 1.4760831023 1.4849276936]
    17    	    28    	        17/28        	 0.6071428571428571 	[0.5917507092 0.6472277122 0.6533714789 0.6673994671 0.6706917613 0.714720341  0.7331570137 0.7764884098 0.7834117155 0.8218261613 0.8651350642 0.8872088782 0.9124559588 0.9358709768 0.9764351702 0.9814235934 1.0916047602 1.3252370893 1.3594592207 1.3721834203 1.3831774635 1.393833453  1.4279090376 1.445655172  1.4514578821 1.4645127699 1.4711648659 1.4832304539]
    17    	    29    	        17/29        	 0.5862068965517241 	[0.5896588589 0.6425224524 0.6447491134 0.6575413156 0.6873865688 0.6933910473 0.7317629799 0.7575396731 0.7916788056 0.8116635095 0.8311992178 0.8635122222 0.9086267103 0.9182489903 0.943201827  0.9559657083 1.0644793724 1.3105968212 1.3325331375 1.3457522579 1.3700202429 1.378584991  1.3868462578 1.408411254  1.4465015147 1.4533382381 1.458796157  1.4678803438 1.4816104112]
    17    	    30    	        17/30        	 0.5666666666666667 	[0.5867723108 0.6367810321 0.6390470065 0.6601498179 0.666094533  0.7099506047 0.7259882115 0.751024344  0.7650820221 0.7954549897 0.8344008651 0.851462416  0.8713286356 0.8947584452 0.9301113559 0.9338743886 1.0370902775 1.294910663  1.3124565547 1.3262181163 1.3383559568 1.3524985125 1.3753684652 1.3996163773 1.4079805035 1.4181627283 1.452621679  1.4656303295 1.4667194876 1.4800893703]
    17    	    31    	        17/31        	 0.5483870967741935 	[0.5837803135 0.627051637  0.6378247723 0.6465686159 0.6854475651 0.7013089019 0.7186903158 0.7323007344 0.7699170453 0.7847694651 0.8022979051 0.832124706  0.8704273752 0.8795677434 0.9014212173 0.9112028984 1.0132825574 1.2788827532 1.2879073251 1.3031587634 1.3254221557 1.336749997  1.3463795914 1.3728181593 1.3947924575 1.4136244126 1.4190227359 1.4317793959 1.4654670293 1.4709534291 1.4810580258]
    17    	    32    	        17/32        	      0.53125       	[0.5807448662 0.6209573744 0.6238761229 0.6680408795 0.6713258548 0.6980856938 0.7163801272 0.7311151807 0.7407869314 0.7702947212 0.8062779471 0.818670194  0.8398521053 0.8604348887 0.8891374376 0.8921957131 0.9892317096 1.262279385  1.2707423821 1.2841749486 1.2961724633 1.3121623671 1.3365741467 1.3612395022 1.3721059325 1.3870689005 1.4055199229 1.4232264436 1.4333562425 1.4509679868 1.4752907163 1.4837109124]
    17    	    33    	        17/33        	 0.5151515151515151 	[0.5778310453 0.6065850472 0.6332146327 0.6618605193 0.6771635359 0.6905053946 0.7079199797 0.7140625523 0.7436433607 0.7612614133 0.7885345153 0.7959114507 0.8347183435 0.8435982774 0.8692687667 0.8730281448 0.9678981066 1.2456423736 1.2524786289 1.2603678298 1.2766637045 1.3019816405 1.3172586009 1.3305114522 1.3519327016 1.3806974589 1.3986849634 1.4046411626 1.4129142751 1.4247873549 1.4594736404 1.4650895056 1.487869621 ]
    17    	    35    	        17/35        	 0.4857142857142857 	[0.5693500068 0.6053237367 0.6310134214 0.6529438405 0.670613203  0.6782245139 0.6969945127 0.7053974527 0.7237819651 0.7356938373 0.7676849419 0.7782783934 0.8042626811 0.8084149649 0.8357231889 0.8390475458 0.9300117001 1.2097411423 1.2148285866 1.2326526938 1.2450138105 1.2535171642 1.2763374307 1.3064560339 1.3185978269 1.3347078559 1.3621745957 1.3816408197 1.3852741835 1.4061625572 1.4163689997 1.4342305904 1.4459841309 1.4671902253 1.4863614466]
    17    	    36    	        17/36        	 0.4722222222222222 	[0.5652049257 0.6141110281 0.6206232751 0.6512864219 0.6589127458 0.6780087656 0.6917486173 0.7014019441 0.7092165778 0.7320055629 0.7589518684 0.7677177586 0.7839173997 0.7986848051 0.8206402944 0.8224524284 0.9124224899 1.194631936  1.2013721335 1.2122244289 1.2222688547 1.2408495949 1.2639777733 1.2864688413 1.2980943276 1.3183443022 1.3439484985 1.3670027569 1.3742024055 1.3903499669 1.4020788727 1.4243095037 1.4310150169 1.4451666879 1.4743318099 1.4780553797]
